,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
77166,164367,520955096011798,July,HI,493.6308,1200.0,40,44,1,,52,2,1,0,0,"Native, Born In US",9,"Other health care services (6215, 6219)",3060,"Private, For Profit",No,No,Employed-At Work,1,30.0,3.4011973816621555
77169,164376,555764501920100,July,HI,861.4237,1038.46,40,44,15,8.0,33,2,6,4,15,"Native, Born In US",9,Elementary and secondary schools (6111),2000,"Private, For Profit",No,No,Employed-At Work,1,25.9615,3.2566146713684687
77182,164409,914025233119500,July,HI,502.0832,1057.0,40,44,15,,40,2,1,2,6,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,26.425,3.2743105317563015
77184,164411,914025233119500,July,HI,815.0942,1250.0,40,46,21,,37,1,1,2,6,"Native, Born In US",9,Offices of optometrists (62132),3040,"Private, For Profit",No,No,Employed-At Work,0,31.25,3.4420193761824107
77186,164415,955768510929100,July,HI,591.0026,1923.0,30,44,1,,46,1,1,0,0,"Native, Born In US",9,"Other health care services (6215, 6219)",3060,"Private, For Profit",No,No,Employed-At Work,0,64.1,4.160444363926624
77213,164482,251950071001318,July,HI,785.4616,1153.84,50,44,21,,34,1,1,3,8,"Native, Born In US",9,Elementary and secondary schools (6111),230,Government - State,Yes,,Employed-At Work,0,23.0768,3.1388277838471086
77217,164496,502107240510755,July,HI,667.3247,1634.0,40,44,9,,32,2,7,0,0,"Native, Born In US",9,"Banking and related activities (521, 52211,52219)",136,"Private, For Profit",No,No,Employed-At Work,1,40.85,3.709906821306012
77221,164509,530240045431001,July,HI,771.556,1153.84,40,45,4,,56,2,1,1,4,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
77238,164542,915419810029100,July,HI,517.1565,2884.61,40,45,1,7.0,44,1,1,4,10,"Native, Born In US",9,Offices of physicians (6211),3060,"Private, Nonprofit",No,No,Employed-At Work,0,72.11525,4.27826553371462
77239,164543,915419810029100,July,HI,521.6718,1923.07,20,45,1,,36,2,1,4,10,"Native, Born In US",9,Hospitals (622),3255,"Private, Nonprofit",Yes,,Employed-At Work,1,96.1535,4.56594587282833
77251,164559,104270512052658,July,ID,638.12,1317.3,42,44,1,,38,2,5,2,3,"Native, Born In US",8,3365,1006,"Private, For Profit",No,No,Employed-At Work,1,31.364285714285714,3.4456698479524133
77274,164612,921868007010530,July,ID,641.9592,2307.69,50,44,1,,38,1,1,2,8,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",10,"Private, For Profit",No,No,Employed-At Work,0,46.153800000000004,3.83197929775411
77278,164617,986919510339101,July,ID,897.7774,1173.07,40,44,1,,61,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-Absent,1,29.326749999999997,3.3785000688033255
77301,164675,182301060085907,July,ID,738.3711,865.38,60,44,1,,50,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2330,Government - State,Yes,,Employed-Absent,1,14.423,2.6688241546013733
77310,164699,715193599600679,July,ID,926.7256,1000.0,40,44,1,,26,2,7,0,0,"Native, Born In US",8,Insurance carriers and related activities (524),710,Government - State,No,No,Employed-At Work,1,25.0,3.2188758248682006
77313,164705,896570801320100,July,ID,634.7148,1346.15,45,44,1,,31,2,1,0,0,"Native, Born In US",8,"Banking and related activities (521, 52211,52219)",4820,"Private, For Profit",No,No,Employed-At Work,1,29.914444444444445,3.39834145553281
77336,164758,451363002010360,July,ID,620.1852,807.69,40,46,1,,45,1,5,0,0,"Native, Born In US",8,"Management, scientific, and technical consulting services (5416)",1760,"Private, For Profit",No,No,Employed-At Work,0,20.19225,3.005298867423203
77363,164823,986059610399105,July,ID,1045.0312,2884.61,40,46,1,,53,1,1,1,3,"Native, Born In US",8,"Offices of other health practitioners (6213 exc. 62131, 62132)",1820,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
77364,164824,986059610399105,July,ID,992.2196,1200.0,40,45,1,,52,2,1,1,3,"Native, Born In US",8,"Other health care services (6215, 6219)",3050,"Private, Nonprofit",No,No,Employed-At Work,1,30.0,3.4011973816621555
77408,164922,10100861117487,July,IL,3215.3844,576.92,40,44,1,,24,2,7,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1,14.422999999999998,2.668824154601373
77410,164926,10710077065849,July,IL,2655.1922,1153.84,40,44,1,,35,2,1,2,1,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,28.845999999999997,3.3619713351613183
77422,164953,107060715089704,July,IL,2495.3669,1923.07,40,44,1,,36,1,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,,Employed-At Work,0,48.07675,3.872798692268385
77423,164954,107060715089704,July,IL,2743.8361,961.53,40,46,1,,27,2,1,0,0,"Native, Born In US",3,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work,1,24.038249999999998,3.179646311676199
77434,164989,217760310390103,July,IL,2375.191,644.0,40,44,1,,33,1,1,1,1,"Native, Born In US",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,16.1,2.7788192719904172
77438,164995,271381031903399,July,IL,2735.5906,961.0,40,44,1,,47,1,7,0,0,"Native, Born In US",3,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4620,"Private, Nonprofit",No,No,Employed-At Work,0,24.025,3.1790949548563563
77457,165036,471727041901393,July,IL,2616.4986,1153.84,60,44,1,,39,2,7,0,0,"Native, Born In US",3,"Independent artists, performing arts, spectator sports, and related industries (711)",2750,"Private, For Profit",No,No,Employed-At Work,1,19.230666666666664,2.956506227053154
77459,165039,530773095411439,July,IL,2428.2582,646.0,40,44,1,,41,2,1,2,8,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",5700,"Private, For Profit",No,No,Employed-At Work,1,16.15,2.7819200496686656
77466,165049,571608170004907,July,IL,2655.1922,769.0,40,44,1,,39,2,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,19.225,2.9562115153917077
77467,165050,601374004210640,July,IL,2708.7778,2884.61,50,46,1,,59,1,1,1,4,"Native, Born In US",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
77468,165052,601900911899037,July,IL,2703.8507,650.0,40,44,1,,28,2,7,0,0,"Native, Born In US",3,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work,1,16.25,2.7880929087757464
77471,165058,610100911539037,July,IL,3352.6116,653.84,40,44,2,,54,2,7,0,0,"Native, Born In US",3,"Bus service and urban transit (4851, 4852, 4854, 4855, 4859)",2145,"Private, For Profit",No,No,Employed-At Work,1,16.346,2.793983219093938
77472,165064,710196979700556,July,IL,2703.8507,711.53,40,44,1,,28,2,3,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",5400,"Private, For Profit",No,No,Employed-At Work,1,17.788249999999998,2.8785381269683965
77481,165077,757459310339104,July,IL,2525.7936,1538.0,40,44,1,,31,2,1,0,0,"Native, Born In US",3,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,1,38.45,3.649358695951653
77485,165086,799150937580911,July,IL,2703.8507,1000.0,45,44,1,,26,2,7,0,0,"Native, Born In US",3,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,1,22.22222222222222,3.101092789211817
77489,165090,799980411620911,July,IL,2491.9148,557.69,50,44,1,,44,2,1,2,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-Absent,1,11.1538,2.411780247019442
77490,165091,799980411620911,July,IL,2772.5595,865.38,50,44,1,,51,1,1,2,4,"Native, Born In US",3,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-Absent,0,17.3076,2.851145711395328
77494,165097,810108351518877,July,IL,2749.6063,2884.61,60,45,1,,41,1,6,0,0,"Native, Born Abroad Of US Parent(s)",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,0,48.07683333333333,3.8728004256064557
77502,165118,971665071905097,July,IL,2701.7338,2884.61,40,44,1,,51,1,5,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,0,72.11525,4.27826553371462
77516,165142,10710001855925,July,IL,2453.7024,595.6,40,46,1,,64,1,5,0,0,"Native, Born In US",3,"Machinery manufacturing, n.e.c. (3332, 3334, 3339)",8220,"Private, For Profit",No,No,Employed-At Work,0,14.89,2.7006898466959175
77528,165164,10710987835818,July,IL,3568.3338,1222.0,75,46,2,,45,1,1,1,4,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",1720,"Private, Nonprofit",No,No,Employed-At Work,0,16.293333333333333,2.79075602619523
77535,165181,35037744108351,July,IL,2410.3161,1211.53,40,44,1,,30,1,1,1,1,"Native, Born In US",3,"Other schools, instruction, and educational services (6116, 6117)",430,"Private, Nonprofit",No,No,Employed-At Work,0,30.288249999999998,3.410759848526933
77551,165221,104000618069714,July,IL,2776.0455,1923.07,40,44,1,,47,1,1,3,10,"Native, Born In US",3,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1410,"Private, For Profit",No,No,Employed-At Work,0,48.07675,3.872798692268385
77556,165229,105051007045721,July,IL,2397.4356,1923.07,80,44,1,,38,1,1,2,6,"Native, Born In US",3,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,0,24.038375,3.1796515117084394
77560,165234,109040017010797,July,IL,2464.1681,1200.0,40,44,1,,41,2,1,3,8,"Native, Born In US",3,Elementary and secondary schools (6111),2010,Government - Local,Yes,,Employed-At Work,1,30.0,3.4011973816621555
77562,165242,110709838845614,July,IL,2923.3505,1790.75,45,45,1,,55,2,5,0,0,"Native, Born In US",3,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work,1,39.794444444444444,3.6837273157242407
77566,165252,110709967480582,July,IL,2667.0988,1634.0,55,44,1,,47,1,1,1,3,"Native, Born In US",3,"** Groceries and related products, merchant wholesalers (*4244)",160,"Private, For Profit",No,No,Employed-At Work,0,29.70909090909091,3.3914530901874773
77568,165260,123931070046613,July,IL,2573.4933,2500.0,40,44,1,,59,1,1,0,0,"Native, Born In US",3,"Management, scientific, and technical consulting services (5416)",430,Government - Federal,No,No,Employed-At Work,0,62.5,4.135166556742356
77571,165267,155791070058351,July,IL,2464.1681,846.0,40,44,1,,43,2,1,1,3,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1,21.15,3.0516399054922867
77576,165272,173411070060006,July,IL,2495.3669,2884.61,45,44,1,,39,1,1,3,14,"Foreign Born, US Cit By Naturalization",3,"Management, scientific, and technical consulting services (5416)",10,"Private, For Profit",No,No,Employed-At Work,0,64.10244444444444,4.1604824980582364
77579,165277,179051070016657,July,IL,2741.688,2884.0,40,45,1,,53,1,1,0,0,"Native, Born In US",3,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,0,72.1,4.278054044290903
77581,165282,190273096311737,July,IL,3834.6925,1730.0,40,44,2,,35,2,1,2,3,"Native, Born In US",3,Hospitals (622),430,"Private, For Profit",Yes,,Employed-At Work,1,43.25,3.7669972333778885
77582,165285,191973016310731,July,IL,2655.1922,1346.0,40,44,1,,36,2,7,0,0,"Native, Born In US",3,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",4710,"Private, For Profit",No,No,Employed-At Work,1,33.65,3.5160130560907366
77613,165360,401908451186387,July,IL,2315.7226,865.0,40,44,1,,30,1,7,0,0,"Native, Born In US",3,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,0,21.625,3.073850052817943
77617,165371,501002571104057,July,IL,3058.4406,1153.0,40,44,4,,31,1,1,0,0,"Native, Born In US",3,"Architectural, engineering, and related services (5413)",1020,"Private, For Profit",Yes,,Employed-At Work,0,28.825,3.3612430661551227
77618,165372,501002571104057,July,IL,2640.1376,750.0,40,44,4,,31,2,1,0,0,"Foreign Born, US Cit By Naturalization",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,18.75,2.9311937524164198
77621,165376,510008551209017,July,IL,3248.0761,2307.69,60,46,7,,64,1,5,0,0,"Native, Born In US",3,Dairy product manufacturing (3115),110,"Private, For Profit",No,No,Employed-At Work,0,38.4615,3.649657740960155
77628,165391,571388180901807,July,IL,3397.1261,940.0,40,44,1,,64,2,1,0,0,"Native, Born In US",3,"Administration of environmental quality and housing programs (924, 925)",1300,Government - Federal,Yes,,Employed-At Work,1,23.5,3.1570004211501135
77638,165411,607060701430101,July,IL,2495.3669,1538.46,40,44,1,,39,1,1,1,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,0,38.4615,3.649657740960155
77659,165447,715770560961001,July,IL,2495.3669,1200.0,45,46,1,,36,1,1,2,1,"Native, Born In US",3,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,0,26.666666666666668,3.283414346005772
77670,165460,737817510759109,July,IL,2462.5545,1666.66,40,44,1,,30,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,41.6665,3.7296974486261916
77671,165461,741320369361001,July,IL,3197.4227,415.84,24,44,1,,48,2,1,2,3,"Native, Born In US",3,Libraries and archives (*51912),2430,Government - Local,No,No,Employed-At Work,1,17.326666666666664,2.8522467405452345
77672,165462,741320369361001,July,IL,2741.688,2000.0,40,44,1,,54,1,1,2,3,"Native, Born In US",3,Home health care services (6216),120,"Private, For Profit",No,No,Employed-Absent,0,50.0,3.912023005428146
77677,165472,757419310209101,July,IL,2667.0988,2884.61,99,44,1,,49,1,1,2,4,"Native, Born In US",3,Restaurants and other food services (722 exc. 7224),10,"Private, For Profit",No,No,Employed-At Work,0,29.137474747474748,3.3720251376939667
77679,165479,760670104301001,July,IL,3197.4227,769.0,40,45,1,,47,2,1,2,10,"Native, Born In US",3,Insurance carriers and related activities (524),430,"Private, For Profit",No,No,Employed-At Work,1,19.225,2.9562115153917077
77680,165480,760670104301001,July,IL,2741.688,2000.0,40,45,1,,50,1,1,2,10,"Native, Born In US",3,Insurance carriers and related activities (524),50,"Private, For Profit",No,No,Employed-At Work,0,50.0,3.912023005428146
77683,165484,767569510349109,July,IL,2923.3505,2019.23,50,44,1,,59,2,1,1,4,"Native, Born In US",3,"Forestry except logging (1131, 1132)",6005,Government - Local,No,No,Employed-At Work,1,40.3846,3.6984485241776333
77688,165490,772430773421101,July,IL,2464.1681,964.85,40,44,1,,41,2,7,0,0,"Native, Born In US",3,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",50,"Private, For Profit",No,No,Employed-At Work,1,24.12125,3.1830931947284284
77696,165500,797430773420911,July,IL,2684.1392,960.0,40,44,1,,25,1,7,0,0,"Native, Born In US",3,Software publishing (5112),1010,"Private, For Profit",No,No,Employed-At Work,0,24.0,3.1780538303479458
77703,165518,806108871710074,July,IL,2776.0455,2884.0,60,44,1,,45,1,1,3,10,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work,0,48.06666666666667,3.8725889361827392
77707,165529,871016160004904,July,IL,2944.9549,600.0,40,44,1,,61,2,1,0,0,"Native, Born In US",3,Libraries and archives (*51912),2430,Government - Local,No,No,Employed-Absent,1,15.0,2.70805020110221
77745,165603,730570153861001,July,IL,2604.1665,2000.0,40,45,1,,59,1,1,0,0,"Native, Born In US",3,Hospitals (622),350,"Private, For Profit",No,No,Employed-At Work,0,50.0,3.912023005428146
77752,165617,799440422910951,July,IL,3076.4587,2442.3,40,44,1,,59,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),10,Government - Local,No,No,Employed-At Work,1,61.057500000000005,4.111816043134105
77770,165645,4741170996792,July,IL,2622.0618,1092.0,40,44,1,,34,2,1,0,0,"Native, Born In US",3,Computer systems design and related services (5415),710,"Private, For Profit",No,No,Employed-At Work,1,27.3,3.3068867021909143
77786,165664,68401170993295,July,IL,3235.5603,288.46,30,44,1,,45,2,1,2,3,"Native, Born In US",3,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",430,Government - Local,No,No,Employed-At Work,1,9.615333333333332,2.2633590464932087
77798,165688,120971093411189,July,IL,2465.7192,1923.07,50,46,1,,30,1,3,0,0,"Foreign Born, Not a US Citizen",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,0,38.4614,3.649655140954175
77816,165732,713196239700875,July,IL,2776.5636,680.0,40,44,1,,26,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",5940,Government - State,No,No,Employed-At Work,1,17.0,2.833213344056216
77821,165738,751103560700122,July,IL,2712.7386,2307.69,40,44,1,,42,1,1,2,3,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",910,"Private, For Profit",No,No,Employed-At Work,0,57.69225,4.0551228490683195
77829,165751,799310418210911,July,IL,2465.7192,903.84,80,44,1,,33,1,1,1,1,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,0,11.298,2.42462571890307
77830,165752,799310418210911,July,IL,2716.224,846.15,40,46,1,,38,2,1,1,1,"Native, Born In US",3,Scientific research and development services (5417),1610,"Private, For Profit",No,No,Employed-At Work,1,21.15375,3.0518171947401584
77831,165758,917139110829104,July,IL,2632.6471,473.0,42,44,1,,56,1,6,0,0,"Native, Born In US",3,Plastics product manufacturing (3261),8800,"Private, For Profit",No,No,Employed-At Work,0,11.261904761904763,2.4214257702085646
77856,165800,92321180973496,July,IN,2421.6947,1336.53,50,44,1,,37,1,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",1105,Government - State,No,No,Employed-At Work,0,26.7306,3.285808976588018
77864,165819,150984098611809,July,IN,2708.4639,1923.05,60,46,1,,52,1,1,0,0,"Native, Born In US",3,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,0,32.05083333333333,3.4673231840686993
77872,165837,420789096211339,July,IN,2455.358,2884.61,45,46,1,,30,2,1,0,0,"Native, Born In US",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1,64.10244444444444,4.1604824980582364
77873,165838,420789096211339,July,IN,2339.1549,784.61,43,44,1,,31,1,1,0,0,"Native, Born In US",3,*** Electronic shopping (New industry *454111),5800,"Private, For Profit",No,No,Employed-At Work,0,18.246744186046513,2.9039866633486167
77885,165865,899840610580911,July,IN,2360.5426,2884.61,40,46,1,,40,2,1,4,8,"Native, Born Abroad Of US Parent(s)",3,Hospitals (622),2100,"Private, Nonprofit",No,No,Employed-At Work,1,72.11525,4.27826553371462
77886,165866,899840610580911,July,IN,2421.6947,2884.61,40,44,1,,39,1,1,4,8,"Native, Born In US",3,Medical equipment and supplies manufacturing (3391),4850,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
77887,165868,918889410059106,July,IN,2628.4497,730.76,40,45,1,,28,2,7,0,0,"Native, Born In US",3,"Administration of economic programs and space research (926, 927)",2100,Government - State,No,No,Employed-At Work,1,18.269,2.9052056343544326
77888,165869,930984092011529,July,IN,2355.2048,1192.3,40,44,1,,61,2,5,0,0,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work,1,29.807499999999997,3.39476003969815
77907,165909,67561180997199,July,IN,2698.3368,2403.84,50,44,1,,42,1,1,2,3,"Native, Born In US",3,Insurance carriers and related activities (524),120,"Private, For Profit",No,No,Employed-At Work,0,48.076800000000006,3.872799732271588
77908,165910,81387003110860,July,IN,2409.6099,571.5,40,44,1,,39,1,1,0,0,"Native, Born In US",3,"Electric power generation, transmission and distribution (Pt. 2211)",5240,"Private, For Profit",No,No,Employed-At Work,0,14.2875,2.659385029120929
77935,165951,170986099611759,July,IN,2546.6397,1000.0,50,44,1,,32,2,1,2,8,"Native, Born In US",3,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-Absent,1,20.0,2.995732273553991
77942,165962,194991901030868,July,IN,3006.9962,807.69,40,44,4,,58,1,1,0,0,"Foreign Born, US Cit By Naturalization",3,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work,0,20.19225,3.005298867423203
77957,165986,481659061905395,July,IN,2638.0933,1057.69,50,44,1,,39,2,5,0,0,"Native, Born Abroad Of US Parent(s)",3,Truck transportation (484),800,"Private, For Profit",No,No,Employed-At Work,1,21.1538,3.0518195583844725
77960,165994,611380001810440,July,IN,2348.763,1350.0,36,44,1,,41,2,7,0,0,"Native, Born In US",3,Hospitals (622),3245,"Private, Nonprofit",No,No,Employed-At Work,1,37.5,3.624340932976365
77965,166007,813102660800155,July,IN,2546.6397,961.0,40,45,1,,34,2,1,1,1,"Native, Born In US",3,Hospitals (622),3060,"Private, For Profit",No,Yes,Employed-At Work,1,24.025,3.1790949548563563
77982,166043,948329310659100,July,IN,2844.3581,2000.0,40,44,1,,49,1,1,2,10,"Native, Born In US",3,Hospitals (622),1105,"Private, Nonprofit",No,No,Employed-At Work,0,50.0,3.912023005428146
77983,166044,948329310659100,July,IN,2448.2993,2000.0,40,44,1,,43,2,1,2,10,"Native, Born In US",3,"Management, scientific, and technical consulting services (5416)",430,"Private, For Profit",No,No,Employed-Absent,1,50.0,3.912023005428146
77991,166068,68008396100921,July,IN,2247.8003,504.0,28,44,1,,58,2,5,0,0,"Native, Born Abroad Of US Parent(s)",3,"Colleges and universities, including junior colleges (6112, 6113)",2400,"Private, Nonprofit",No,No,Employed-At Work,1,18.0,2.8903717578961645
77994,166073,90987094611229,July,IN,2622.6758,2307.0,40,44,1,,50,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,57.675,4.054823804059818
78024,166126,899470602920911,July,IN,2609.4012,2307.0,40,44,1,,35,2,1,3,6,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-Absent,1,57.675,4.054823804059818
78025,166127,899470602920911,July,IN,2484.4071,2000.0,40,44,1,,38,1,1,3,6,"Native, Born In US",3,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-Absent,0,50.0,3.912023005428146
78065,166193,159901080038400,July,IN,2536.8523,1250.0,40,44,1,,49,2,1,0,0,"Native, Born In US",3,"Management, scientific, and technical consulting services (5416)",1010,"Private, For Profit",No,No,Employed-At Work,1,31.25,3.4420193761824107
78083,166243,988639710029103,July,IN,2549.5753,557.0,60,44,1,,49,2,5,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1,9.283333333333333,2.2282206777051834
78119,166294,789459610099107,July,IA,1458.9097,1250.0,50,44,1,,49,1,1,0,0,"Native, Born In US",4,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,0,25.0,3.2188758248682006
78120,166295,789459610099107,July,IA,1228.1606,769.23,70,44,1,,52,2,1,0,0,"Native, Born In US",4,Home health care services (6216),350,"Private, For Profit",No,No,Employed-At Work,1,10.989,2.396894772464787
78126,166301,890796095711409,July,IA,1165.6015,576.0,36,44,1,,58,2,5,0,0,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1,16.0,2.772588722239781
78129,166304,905099747119680,July,IA,1108.4992,730.76,40,44,1,,30,1,1,0,0,"Native, Born In US",4,Outpatient care centers (6214),2000,"Private, Nonprofit",No,No,Employed-At Work,0,18.269,2.9052056343544326
78139,166323,1905961890659,July,IA,1194.5348,333.33,32,44,1,,64,1,1,0,0,"Native, Born In US",4,Agricultural chemical manufacturing (3253),1900,"Private, For Profit",No,No,Employed-At Work,0,10.4165625,2.3433970874643006
78163,166364,86751590990991,July,IA,1181.3729,1288.46,40,44,1,,45,2,7,0,0,"Native, Born In US",4,"Savings institutions, including credit unions (52212, 52213)",50,"Private, Nonprofit",No,No,Employed-At Work,1,32.2115,3.472323531647176
78179,166400,510907977669580,July,IA,1181.3729,1000.0,40,44,1,,49,2,1,1,3,"Native, Born In US",4,Outpatient care centers (6214),3255,"Private, Nonprofit",No,No,Employed-At Work,1,25.0,3.2188758248682006
78188,166423,750176979900856,July,IA,1181.3729,2788.46,60,44,1,,45,2,1,0,0,"Native, Born In US",4,"Architectural, engineering, and related services (5413)",110,"Private, For Profit",No,No,Employed-At Work,1,46.474333333333334,3.8389001888748933
78258,166553,110900082770111,July,IA,1298.9796,961.53,50,46,1,,28,2,1,1,1,"Native, Born In US",4,Hospitals (622),3060,Government - State,No,No,Employed-At Work,1,19.2306,2.9565027603619893
78260,166555,110901071897910,July,IA,1093.7319,923.07,50,46,1,,32,1,7,0,0,"Foreign Born, Not a US Citizen",4,"Colleges and universities, including junior colleges (6112, 6113)",1965,Government - State,No,No,Employed-At Work,0,18.4614,2.9156820658523297
78278,166590,700992078111719,July,IA,1466.8324,623.0,40,44,4,,30,1,1,0,0,"Foreign Born, Not a US Citizen",4,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,0,15.575,2.745667064673517
78298,166624,910008881405139,July,IA,2524.6065,1096.15,99,46,1,,27,1,7,0,0,"Native, Born In US",4,Hospitals (622),3060,Government - State,No,No,Employed-At Work,0,11.072222222222223,2.4044394693225843
78302,166630,930610775591001,July,IA,2326.0296,1544.0,60,46,2,,51,1,1,1,4,"Native, Born In US",4,Agricultural implement manufacturing (33311),136,"Private, For Profit",No,No,Employed-At Work,0,25.733333333333334,3.247787168362621
78306,166638,949479010569102,July,IA,1147.6139,1444.44,50,44,1,,35,1,7,0,0,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,0,28.8888,3.3634539767514977
78311,166645,979789210107101,July,IA,1230.5146,865.0,40,46,1,,52,2,7,0,0,"Native, Born In US",4,"Other schools, instruction, and educational services (6116, 6117)",1820,"Private, Nonprofit",No,No,Employed-At Work,1,21.625,3.073850052817943
78318,166654,999250717140911,July,IA,1110.6239,1307.69,45,46,1,,33,1,7,0,0,"Native, Born In US",4,"Other schools, instruction, and educational services (6116, 6117)",2540,"Private, Nonprofit",No,No,Employed-At Work,0,29.05977777777778,3.3693550110990573
78358,166728,208010514006024,July,KS,1376.2023,1538.46,40,44,1,,32,1,1,2,5,"Native, Born In US",4,Offices of physicians (6211),350,"Private, For Profit",No,No,Employed-At Work,0,38.4615,3.649657740960155
78359,166729,208010514006024,July,KS,1309.9922,1076.92,40,44,1,,32,2,1,2,5,"Native, Born In US",4,Elementary and secondary schools (6111),5860,Government - Local,Yes,,Employed-At Work,1,26.923000000000002,3.292980939874984
78371,166753,402039110101709,July,KS,1309.9922,1153.84,25,46,1,,31,2,1,2,5,"Native, Born In US",4,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,1,46.1536,3.831974964407054
78388,166786,20010039555170,July,KS,1364.5302,530.0,40,44,1,,39,2,1,0,0,"Native, Born In US",4,Hospitals (622),3255,"Private, Nonprofit",Yes,,Employed-At Work,1,13.25,2.583997552432231
